question_id,passage_id
4183,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
4184,"[""B4099096"", ""B4092301"", ""B4084039"", ""B4091840"", ""B4091684"", ""B4107820"", ""B4116446"", ""B4092281"", ""B4082543"", ""Q478642""]"
4185,"[""B4099096"", ""B4084039"", ""B4092281"", ""Q1365891"", ""Q2797526"", ""Q1378975"", ""B4114050"", ""B4117901"", ""Q1994735"", ""B4082353""]"
4186,"[""B4103066"", ""B4107947"", ""B4109925"", ""Q7122951"", ""B4111644"", ""Q21129"", ""Q159076"", ""Q1943382"", ""Q1661351"", ""Q1377406""]"
4187,"[""B4099096"", ""B4091632"", ""B4084039"", ""B4088320"", ""B4095433"", ""B4118578"", ""B4104123"", ""B4115607"", ""B4093634"", ""Q1994735""]"
4188,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
4189,"[""B4099096"", ""B4114050"", ""B4081820"", ""B4084039"", ""B4092281"", ""A13636"", ""B4105929"", ""B4109020"", ""B4095055"", ""B4081831""]"
4190,"[""B4099096"", ""B4092301"", ""B4084039"", ""B4115526"", ""B4107820"", ""B4116446"", ""B4091840"", ""B4091684"", ""B4092281"", ""Q478642""]"
4191,"[""B4113961"", ""B4082749"", ""B4090923"", ""B4099619"", ""B4084461"", ""B4102226"", ""B4086241"", ""B4107106"", ""B4088132"", ""B4097838""]"
4192,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4193,"[""B4099096"", ""B4084039"", ""Q1365891"", ""B4092281"", ""Q1378975"", ""Q2797526"", ""B4109020"", ""B4095055"", ""B4081831"", ""B4117901""]"
4194,"[""B4113961"", ""B4082749"", ""B4090923"", ""B4099619"", ""B4084461"", ""B4086241"", ""B4102226"", ""B4107106"", ""B4088132"", ""B4097838""]"
4195,"[""B4099096"", ""B4084039"", ""B4082517"", ""B4092281"", ""Q152"", ""Q1365891"", ""B4081162"", ""B4080700"", ""Q1555979"", ""Q2797526""]"
4196,"[""B4082044"", ""B4119785"", ""B4087836"", ""B4106137"", ""B4119995"", ""B4104600"", ""B4097906"", ""B4119125"", ""B4106656"", ""B4116318""]"
4197,"[""B4096490"", ""B4099096"", ""B4081837"", ""B4115526"", ""B4084039"", ""B4092281"", ""B4100245"", ""B4117435"", ""B4104162"", ""B4114896""]"
4198,"[""A31890"", ""A31889"", ""B4087011"", ""A30228"", ""B4099208"", ""B4088547"", ""B4100487"", ""B4085676"", ""B4085474"", ""B4119894""]"
4199,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4200,"[""Q950970"", ""A32799"", ""B4107567"", ""B4106938"", ""A43477"", ""B4101226"", ""A23471"", ""A32951"", ""A25975"", ""B4116461""]"
4201,"[""B4113961"", ""B4082749"", ""B4090923"", ""B4099619"", ""B4084461"", ""B4102226"", ""B4086241"", ""B4107106"", ""B4088132"", ""B4097838""]"
4202,"[""B4101687"", ""Q14524064"", ""Q1160546"", ""B4099016"", ""B4081237"", ""B4093854"", ""B4088129"", ""B4093113"", ""B4115982"", ""B4103183""]"
4203,"[""B4099096"", ""B4092301"", ""B4084039"", ""B4107820"", ""B4091840"", ""B4116446"", ""B4091684"", ""B4092281"", ""Q478642"", ""B4098787""]"
4204,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
4205,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4088935"", ""B4092520"", ""B4089887"", ""B4082543"", ""Q1814818"", ""Q2181577""]"
4206,"[""B4099096"", ""B4114050"", ""B4081820"", ""B4084039"", ""B4092281"", ""A13636"", ""B4105929"", ""B4115607"", ""B4082543"", ""Q1994735""]"
4207,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4099096"", ""B4114050"", ""B4081820"", ""B4084039"", ""B4092281""]"
4208,"[""B4099096"", ""B4114050"", ""B4081820"", ""B4084039"", ""B4092281"", ""A13636"", ""B4105929"", ""Q1994735"", ""B4109020"", ""B4082543""]"
4209,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
4210,"[""B4105981"", ""B4092668"", ""B4086038"", ""B4099096"", ""B4084039"", ""B4092281"", ""Q1365891"", ""Q2797526"", ""B4114050"", ""Q1994735""]"
4211,"[""B4099096"", ""B4115526"", ""B4092281"", ""B4084039"", ""B4114896"", ""B4114050"", ""B4109020"", ""B4094622"", ""Q1994735"", ""B4095055""]"
4212,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4213,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4099096"", ""B4081820"", ""B4114050"", ""B4084039"", ""B4092281""]"
4214,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4215,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
4216,"[""B4098573"", ""Q168366"", ""B4099096"", ""B4084039"", ""B4092281"", ""Q1365891"", ""Q2706407"", ""Q2797526"", ""Q1378975"", ""B4117901""]"
4217,"[""B4099096"", ""B4084039"", ""B4092281"", ""Q1365891"", ""Q2706407"", ""Q2797526"", ""Q1378975"", ""B4117901"", ""Q63510"", ""Q2181577""]"
4218,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
4219,"[""B4099096"", ""B4092281"", ""B4084039"", ""B4100245"", ""B4115607"", ""B4092518"", ""Q1994735"", ""B4094622"", ""B4109020"", ""B4106357""]"
4220,"[""B4113961"", ""B4082749"", ""B4090923"", ""B4099619"", ""B4084461"", ""B4086241"", ""B4102226"", ""B4088132"", ""B4107106"", ""B4097838""]"
4221,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4222,"[""B4099096"", ""B4092281"", ""B4084039"", ""B4114050"", ""Q1994735"", ""B4094622"", ""B4109020"", ""B4095055"", ""B4081831"", ""B4104969""]"
4223,"[""B4098573"", ""Q168366"", ""B4099096"", ""B4114050"", ""B4081820"", ""B4084039"", ""B4092281"", ""A13636"", ""B4105929"", ""Q1994735""]"
4224,"[""B4099096"", ""B4081820"", ""B4114050"", ""B4084039"", ""B4092281"", ""A13636"", ""B4105929"", ""B4082543"", ""B4109020"", ""B4095055""]"
4225,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4092520"", ""B4088935"", ""B4089887"", ""B4082543"", ""Q1814818"", ""B4114050""]"
4226,"[""Q604770"", ""B4102149"", ""B4112966"", ""B4118569"", ""B4089116"", ""B4107014"", ""B4103448"", ""B4106776"", ""B4115306"", ""B4097373""]"
4227,"[""B4099096"", ""B4081837"", ""B4084039"", ""B4092281"", ""B4100245"", ""B4117435"", ""B4104162"", ""B4089887"", ""B4115607"", ""A24685""]"
4228,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4099096"", ""B4114050"", ""B4081820"", ""B4084039"", ""B4092281""]"
4229,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4088935"", ""Q1814818"", ""B4092520"", ""B4089887"", ""B4082543"", ""B4114050""]"
4230,"[""B4099096"", ""B4081837"", ""B4084039"", ""B4092281"", ""B4104162"", ""B4117435"", ""B4089887"", ""B4088895"", ""B4114050"", ""A24685""]"
4231,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
4232,"[""B4099096"", ""B4114050"", ""B4115526"", ""B4081820"", ""B4084039"", ""B4092281"", ""A13636"", ""B4114896"", ""B4105929"", ""B4109133""]"
4233,"[""B4099096"", ""B4114050"", ""B4115526"", ""B4081820"", ""B4084039"", ""B4092281"", ""A13636"", ""B4114896"", ""B4105929"", ""B4109133""]"
4234,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4235,"[""B4099096"", ""B4092301"", ""B4115526"", ""B4084039"", ""B4107820"", ""B4091840"", ""B4116446"", ""B4091684"", ""B4092281"", ""B4100245""]"
4236,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4237,"[""B4099096"", ""B4091632"", ""B4084039"", ""B4088320"", ""B4118578"", ""B4095433"", ""B4092148"", ""B4109020"", ""B4095055"", ""B4104123""]"
4238,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
4239,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4240,"[""B4099096"", ""B4084039"", ""B4092281"", ""Q1365891"", ""Q2797526"", ""Q208714"", ""Q1378975"", ""B4116496"", ""B4117901"", ""Q25308""]"
4241,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4242,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4243,"[""B4099096"", ""B4114050"", ""B4081820"", ""B4084039"", ""B4092281"", ""A13636"", ""B4105929"", ""Q1994735"", ""B4109020"", ""B4082543""]"
4244,"[""B4119893"", ""Q334401"", ""B4088318"", ""Q2933051"", ""B4105470"", ""Q485954"", ""B4089468"", ""B4100929"", ""B4087945"", ""B4082254""]"
4245,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4246,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
4247,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
4248,"[""B4099096"", ""B4115526"", ""B4092281"", ""B4084039"", ""B4114896"", ""B4114050"", ""B4109020"", ""B4095055"", ""B4081831"", ""B4094622""]"
4249,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4250,"[""B4099096"", ""B4084039"", ""B4116446"", ""B4092281"", ""B4118523"", ""B4092520"", ""B4088935"", ""B4089887"", ""B4114050"", ""B4082543""]"
4251,"[""B4099096"", ""B4084039"", ""B4116446"", ""B4092281"", ""B4096179"", ""B4092520"", ""B4088935"", ""B4089887"", ""B4114050"", ""Q1814818""]"
4252,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4253,"[""B4099096"", ""B4114050"", ""B4081820"", ""B4084039"", ""B4092281"", ""A13636"", ""B4105929"", ""Q1994735"", ""B4115607"", ""B4109020""]"
4254,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
4255,"[""B4099096"", ""B4114050"", ""B4115526"", ""B4081820"", ""B4084039"", ""B4092281"", ""A13636"", ""B4114896"", ""B4105929"", ""B4109133""]"
4256,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4257,"[""B4099096"", ""B4114050"", ""B4081820"", ""B4084039"", ""B4092281"", ""B4116423"", ""B4114931"", ""A13636"", ""Q3531719"", ""B4105929""]"
4258,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
4259,"[""B4098573"", ""Q168366"", ""B4099096"", ""B4084039"", ""B4092520"", ""Q1814818"", ""B4092281"", ""B4116446"", ""B4088935"", ""B4089887""]"
4260,"[""B4099096"", ""B4081837"", ""B4084039"", ""B4092281"", ""B4117435"", ""B4104162"", ""B4089887"", ""Q1814818"", ""B4114050"", ""A24685""]"
4261,"[""B4099096"", ""B4114050"", ""B4081820"", ""B4084039"", ""B4092281"", ""A13636"", ""B4118523"", ""B4105929"", ""Q1994735"", ""B4115607""]"
4262,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
4263,"[""B4099096"", ""B4115526"", ""B4092281"", ""B4084039"", ""B4114896"", ""B4114050"", ""B4109020"", ""B4094622"", ""Q1994735"", ""B4095055""]"
4264,"[""B4099096"", ""B4081837"", ""B4084039"", ""B4092281"", ""B4117435"", ""B4104162"", ""B4089887"", ""Q1814818"", ""B4114050"", ""A24685""]"
4265,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4118523"", ""B4088935"", ""B4092520"", ""B4089887"", ""B4082543"", ""Q1814818""]"
4266,"[""B4099096"", ""B4115526"", ""B4084039"", ""B4092281"", ""Q1365891"", ""Q2797526"", ""B4114896"", ""Q1378975"", ""B4114050"", ""B4117901""]"
4267,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4088935"", ""B4092520"", ""B4089887"", ""B4082543"", ""Q1814818"", ""B4116496""]"
4268,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4109020"", ""B4095055"", ""B4081831"", ""B4094622"", ""B4104969"", ""B4085127"", ""B4088933""]"
4269,"[""Q1572702"", ""Q173725"", ""B4111224"", ""Q829511"", ""B4092341"", ""Q165044"", ""B4091951"", ""B4099798"", ""B4094844"", ""B4097498""]"
4270,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4271,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4272,"[""B4099096"", ""B4084039"", ""B4116446"", ""B4092281"", ""Q1814818"", ""B4092520"", ""B4088935"", ""B4089887"", ""B4082543"", ""B4109020""]"
4273,"[""B4090263"", ""B4101199"", ""B4103255"", ""B4083815"", ""B4092556"", ""B4095960"", ""B4087194"", ""B4098187"", ""B4088464"", ""B4082089""]"
4274,"[""B4108187"", ""B4106664"", ""B4117218"", ""B4099096"", ""B4114050"", ""B4081820"", ""B4084039"", ""B4092281"", ""A13636"", ""B4105929""]"
4275,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
4276,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4088935"", ""B4092520"", ""B4089887"", ""B4082543"", ""Q1814818"", ""Q2181577""]"
4277,"[""B4099096"", ""B4092281"", ""B4084039"", ""Q3776982"", ""B4106845"", ""B4100245"", ""B4114050"", ""Q1994735"", ""Q2596997"", ""B4094622""]"
4278,"[""B4099096"", ""B4081837"", ""B4084039"", ""B4092281"", ""B4100245"", ""B4117435"", ""B4104162"", ""B4089887"", ""B4115607"", ""A24685""]"
4279,"[""B4099096"", ""B4084039"", ""B4116446"", ""B4092281"", ""Q1814818"", ""B4092520"", ""B4088935"", ""B4089887"", ""B4082543"", ""B4109020""]"
4280,"[""B4081104"", ""B4099096"", ""B4092301"", ""B4084039"", ""B4091840"", ""B4116446"", ""B4091684"", ""B4107820"", ""B4092281"", ""B4103717""]"
4281,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4282,"[""A23542"", ""B4092244"", ""B4087088"", ""B4117092"", ""B4118775"", ""B4089183"", ""B4081346"", ""Q1897785"", ""B4099096"", ""B4084039""]"
4283,"[""Q831691"", ""Q1433006"", ""Q958148"", ""B4115435"", ""Q163446"", ""Q5871275"", ""B4109067"", ""B4081599"", ""B4087599"", ""B4092273""]"
4284,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4092520"", ""B4088935"", ""B4089887"", ""B4082543"", ""Q1814818"", ""B4114050""]"
4285,"[""B4099096"", ""B4084039"", ""B4116446"", ""B4092281"", ""B4092520"", ""B4088935"", ""B4089887"", ""B4082543"", ""Q1814818"", ""B4109020""]"
4286,"[""B4099096"", ""B4115526"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4088935"", ""B4092520"", ""B4089887"", ""B4114896"", ""B4114050""]"
4287,"[""B4098573"", ""Q168366"", ""B4099096"", ""B4081837"", ""B4084039"", ""B4092281"", ""B4117435"", ""B4089887"", ""B4104162"", ""B4082543""]"
4288,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4088935"", ""Q1814818"", ""B4092520"", ""B4089887"", ""B4082543"", ""B4114050""]"
4289,"[""B4099096"", ""B4114050"", ""B4081820"", ""B4084039"", ""B4092281"", ""A13636"", ""B4105929"", ""B4115607"", ""B4082543"", ""Q1994735""]"
4290,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4291,"[""B4099096"", ""B4092301"", ""B4092022"", ""B4084039"", ""B4091840"", ""B4091684"", ""B4107820"", ""B4116446"", ""B4092281"", ""Q478642""]"
4292,"[""B4099096"", ""B4115526"", ""B4084039"", ""B4092281"", ""Q1365891"", ""Q2797526"", ""B4114896"", ""B4117901"", ""B4092518"", ""B4115607""]"
4293,"[""B4099096"", ""B4092281"", ""Q2095"", ""B4084039"", ""Q3303463"", ""B4114050"", ""Q1994735"", ""B4109020"", ""B4094622"", ""B4095055""]"
4294,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
4295,"[""B4099096"", ""B4091632"", ""B4084039"", ""B4088320"", ""B4118578"", ""B4095433"", ""B4109020"", ""B4095055"", ""B4104123"", ""B4081831""]"
4296,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
4297,"[""B4113961"", ""B4082749"", ""B4090923"", ""B4099619"", ""B4084461"", ""B4086241"", ""B4102226"", ""B4088132"", ""B4107106"", ""B4097838""]"
4298,"[""B4118368"", ""Q1569059"", ""B4116220"", ""B4112291"", ""B4116365"", ""B4081454"", ""B4114490"", ""B4081755"", ""B4109689"", ""B4098115""]"
4299,"[""B4099096"", ""B4091632"", ""B4084039"", ""B4088320"", ""B4095433"", ""B4100245"", ""B4118578"", ""B4104123"", ""B4093634"", ""Q1994735""]"
4300,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4088935""]"
4301,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4302,"[""B4099096"", ""B4103425"", ""B4092301"", ""B4115222"", ""B4117159"", ""B4084039"", ""B4082018"", ""B4113104"", ""B4091840"", ""B4091684""]"
4303,"[""B4102275"", ""B4117930"", ""Q18498"", ""B4106956"", ""A14913"", ""B4110477"", ""B4118352"", ""B4113770"", ""Q39266"", ""B4102953""]"
4304,"[""B4099096"", ""B4091632"", ""B4084039"", ""B4088320"", ""B4118578"", ""B4095433"", ""B4109020"", ""B4095055"", ""B4104123"", ""B4081831""]"
4305,"[""B4099096"", ""B4091632"", ""B4084039"", ""B4088320"", ""B4093028"", ""B4118578"", ""B4095433"", ""B4109020"", ""B4095055"", ""B4104123""]"
4306,"[""B4099096"", ""B4092301"", ""B4084039"", ""B4091840"", ""B4091684"", ""B4107820"", ""B4116446"", ""B4092281"", ""B4082543"", ""Q478642""]"
4307,"[""B4099096"", ""B4114050"", ""B4081820"", ""B4084039"", ""B4092281"", ""A13636"", ""B4105929"", ""Q1994735"", ""B4109020"", ""B4082543""]"
4308,"[""B4099096"", ""B4081837"", ""B4084039"", ""B4115526"", ""B4092281"", ""B4117435"", ""A30711"", ""B4084574"", ""B4104162"", ""B4089887""]"
4309,"[""B4107444"", ""B4119058"", ""B4108425"", ""B4105826"", ""A33538"", ""B4110040"", ""B4083970"", ""A20474"", ""B4108077"", ""B4111805""]"
4310,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4311,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
4312,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
4313,"[""B4108187"", ""B4106664"", ""B4117218"", ""B4099096"", ""B4114050"", ""B4081820"", ""B4084039"", ""B4092281"", ""A13636"", ""B4100245""]"
4314,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4081995"", ""B4092256"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
4315,"[""B4090623"", ""B4080808"", ""B4105906"", ""B4098888"", ""B4110407"", ""B4099096"", ""B4092520"", ""B4084039"", ""B4092281"", ""B4116446""]"
4316,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4088935"", ""B4092520"", ""B4097145"", ""B4089887"", ""B4082543"", ""Q1814818""]"
4317,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
4318,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4088935"", ""B4092520"", ""B4089887"", ""B4082543"", ""Q1814818"", ""B4092148""]"
4319,"[""B4099096"", ""B4115526"", ""B4092281"", ""B4084039"", ""B4114896"", ""B4114050"", ""B4109020"", ""B4094622"", ""Q1994735"", ""B4095055""]"
4320,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4321,"[""B4099096"", ""B4081820"", ""B4114050"", ""B4084039"", ""B4092281"", ""A13636"", ""B4105929"", ""B4109020"", ""B4095055"", ""B4081831""]"
4322,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4088935"", ""Q1814818"", ""B4092520"", ""B4089887"", ""B4082543"", ""B4114050""]"
4323,"[""B4099096"", ""B4092281"", ""B4084039"", ""B4114050"", ""Q1994735"", ""B4092518"", ""B4082259"", ""B4094622"", ""B4109020"", ""B4097819""]"
4324,"[""B4099096"", ""B4084039"", ""B4116446"", ""B4092281"", ""B4092520"", ""B4088935"", ""B4089887"", ""B4114050"", ""B4082543"", ""Q1814818""]"
4325,"[""Q15488250"", ""Q128418"", ""B4111701"", ""B4118921"", ""Q1642086"", ""B4087143"", ""Q1060624"", ""B4107772"", ""Q244621"", ""B4106717""]"
4326,"[""B4089227"", ""B4109910"", ""B4097948"", ""B4089921"", ""B4088641"", ""B4102915"", ""B4112934"", ""B4089174"", ""B4089016"", ""B4080556""]"
4327,"[""B4099096"", ""B4084039"", ""B4092281"", ""B4116446"", ""B4088935"", ""B4092520"", ""B4089887"", ""B4082543"", ""Q1814818"", ""B4116496""]"
4328,"[""B4099096"", ""B4081820"", ""B4114050"", ""B4084039"", ""B4092281"", ""A13636"", ""B4108221"", ""B4105929"", ""B4109020"", ""B4095055""]"
4329,"[""B4099096"", ""B4084039"", ""B4116446"", ""B4092281"", ""B4092520"", ""B4088935"", ""B4089887"", ""B4082543"", ""Q1814818"", ""B4109020""]"
4330,"[""A31890"", ""A31889"", ""B4087011"", ""A30228"", ""B4099208"", ""B4088547"", ""B4100487"", ""B4085676"", ""B4085474"", ""B4119894""]"
4331,"[""B4099096"", ""B4115526"", ""B4092281"", ""B4084039"", ""B4100245"", ""B4114896"", ""B4114050"", ""B4104969"", ""Q1994735"", ""B4094622""]"
4332,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4333,"[""B4113961"", ""B4082749"", ""B4090923"", ""B4099619"", ""B4084461"", ""B4102226"", ""B4086241"", ""B4107106"", ""B4088132"", ""B4097838""]"
4334,"[""B4087837"", ""B4103627"", ""B4092967"", ""B4090773"", ""B4092256"", ""B4081995"", ""B4100414"", ""B4107304"", ""B4087799"", ""B4118766""]"
4335,"[""Q831691"", ""Q1433006"", ""Q958148"", ""B4115435"", ""Q163446"", ""Q5871275"", ""B4087599"", ""B4109067"", ""B4081599"", ""B4092273""]"
4336,"[""B4099096"", ""B4092301"", ""B4084039"", ""B4091840"", ""B4091684"", ""B4107820"", ""B4116446"", ""B4092281"", ""B4082543"", ""Q478642""]"
4337,"[""B4099096"", ""B4084039"", ""B4092281"", ""Q1365891"", ""Q1378975"", ""Q2797526"", ""B4114050"", ""Q1994735"", ""B4117901"", ""B4109020""]"
4338,"[""B4099096"", ""B4084039"", ""B4116446"", ""B4092281"", ""B4092520"", ""B4088935"", ""B4089887"", ""B4114050"", ""B4082543"", ""Q1814818""]"
4339,"[""B4082044"", ""B4119785"", ""B4087836"", ""B4106137"", ""B4119995"", ""B4104600"", ""B4097906"", ""B4106656"", ""B4119125"", ""B4116318""]"
4340,"[""B4099096"", ""B4092281"", ""B4084039"", ""B4092518"", ""Q1994735"", ""B4094622"", ""B4109020"", ""B4082259"", ""B4088787"", ""B4097819""]"
4341,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4342,"[""B4113961"", ""B4082749"", ""B4090923"", ""B4099619"", ""B4084461"", ""B4102226"", ""B4086241"", ""B4107106"", ""B4088132"", ""B4097838""]"
4343,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4344,"[""B4084574"", ""A30711"", ""B4107844"", ""B4099867"", ""A43662"", ""A23359"", ""A14357"", ""B4085051"", ""B4087135"", ""A41834""]"
4345,"[""B4099096"", ""B4084039"", ""B4092281"", ""Q1365891"", ""Q2797526"", ""B4114050"", ""Q1994735"", ""Q1378975"", ""B4117901"", ""B4115607""]"
